Title,Title_URL,Company_name,Location,css1ihavw2,metadata_divcontainsclass_css1ihavw2,Description,Description1,Description2,date,Location3,more_loc_URL,more_loc,Title1,Title_URL1,Titl1,Location1,css1ihav1,metadata_divcontainsclass_css1ihav1,Description3,Descriptio1,date1,more_loc_URL1,more_loc1,Locatio1,Description4
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39dauk7hk800&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=26cf0f063831172f&fccid=c1099851e9794854&vjs=3,Apple,"Austin, TX",Full-time,Full-time,Build data visualization/dashboards to provide data insights for decision making.,data,Identify meaningful insights from large data sources.,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39dauk7hk800&jk=26cf0f063831172f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_nyQmqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 10 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=3876c440eeabc650&fccid=bb0aec68dcf6568e&vjs=3,Kickstarter.com,Remote,"$110,000 - $130,000 a year",,You have 2-5 years of professional experience in data analytics for a technical product.,data,Democratizing data access across the organization and providing tools…,"Posted
Posted 13 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,Empower the company with data - Generate and communicate data-driven insights to influence product and business decisions.,data,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Decision Scientist,https://www.indeed.com/rc/clk?jk=c3b74f819d32b9f3&fccid=4ed80f3a97849f22&vjs=3,The Walt Disney Company (Corporate),"Lake Buena Vista, FL",,,"The DDSI team sits at the intersection of business strategy, advanced analytics, and technology integration to help our partners explore opportunities for…",,,"Posted
Posted 3 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=b502389675ac9ca2&fccid=d9162e48c444e6e3&vjs=3,Colgate-Palmolive,"Piscataway, NJ 08854","$112,000 - $164,850 a year",,Deploy machine learning models into production and manage their performance.,,Implement machine learning and deep learning models.,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=c3240ddcdff8a59a&fccid=194eef4c168b8cc5&vjs=3,Epic Games,"Cary, NC","$141,296 - $207,235 a year",,Work with creator ecosystem teams and key stakeholders from the metaverse economy team and analytics teams to ensure available game data is applied for its best…,data,,"Posted
Posted 2 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39dauk7hk800&jk=c3240ddcdff8a59a&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-U_g-qECIKCW5vcm10aXRsZRoVc2VuaW9yIGRhdGEgc2NpZW50aXN0,View all 2 available locations,,,,,,,,,,,,,
"Decision Scientist, Locations",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3euUoOlcFOg58Q6nmuUh0Lnp17JpRiT8Tdiqcy7-gI7p08M3fEFGBh_VX8po1S8379XuDb0hU4UL44HwgrCcwtt8drpcwAFx5VKeLVORrxbDZzqmfqr-_UNfwJee8Aql_sni2zee_jWGZzuiUVyWDaJolubtVl1BIudAaH0BLutl2_iNggpnBiAcfPPv7yWrHbw-im1R14MwERDH2usCOiDMuy4UCADmKwq345ohpASkYHzRTcI-8LR7e82GArK-YyxORqUtROlPJgmn3GzwPC3X6UCfICb0o4W4J8Bxr1G3dz1Div3HCpVf3yJACxtHbwajGVJqZnAN97PRWqKL7-qKxxBMbupEb3JHUx-u1s2jz_CoEd46SsWHsGlZ-X2MWFNcEaBd_yCH_YhhxrrHgJPJ_ezWiz_SwitBea1RW-CXdVJsuRYV_5QRW1-PrM1rhJYSERCSvvyk5Sg8ylVF5Z03stQmM_xYnm00nd0adlbpsajHsvrxy4hSWYKDs5iq6MPtbKNbxroTeA6bs5fGX8jFx5fv3p06g5hdbaf54NhDDbASJGh0rcxzgjQz735xJy2wRoC0Jh5SiW8tAdPMUxYIeI3PSvkDjuF9Zfm3_PA==&xkcb=SoC7-_M3JtOqD52as50bbzkdCdPP&p=14&fvj=0&vjs=3,Best Buy,"Richfield, MN 55423",Full-time,Full-time,"Lead research and analytics to develop insights on market optimization, growth opportunity, penetration assessment and new concept sizing.",,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Applied Research Mathematician/ Mathematical Statistician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtOHGk5utQAbhlcSYjmxeK_H4ERVvxIPtHkE9zWaQvmAC-NE9HRKwI58atZmJrUp4jvS88Xb03eYvXFmYqoJtOazozh1wXSFRmw4eF8FyqmcJJXKSOzpiTO25vUWhy4NuluZyiJU-qIbJLl6oLwZN5VPxogbgKpjJGQSAXKaPNeCWj2YhvtcS3J3IuDZS6JUBIE8OsIdKNN5Pxrkry3e-9v4yIkjeAliMLJJjnzxF49ftNRBovwU6_PfhQ5BdAZANtZ-UCpzbP_cWW-c1WF1b1HiLqeJ9tKo6zwIHL9c-TchEtrMz4mJrSHftv6FmoJXqtxA1n232HEvB84SfJsdLqdfN4B2vKkHWJLw89AdTD9fm-X1u1MEcwuY_IyIjOudYSpwFqgBioXb6W5KrgMtbfWNFXb_R0cPCqHBRtqdkXHnkm91hVESBZ7VAw3aINgj_jzeMw7LLHF7MHjF15XuaZ3UGvI9rlXeCHKPDYjCBPCEOFI-ln7QiJBLEKp176LNvH3N-iKsaiAidyZivIYwmkJLJZ9FVrGLrlqcJXb4GouqJVoXyXoA4n_GINxGJWQTCdQ==&xkcb=SoAE-_M3JtOpu6xyp50LbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $142,341 a year","Monday to Friday
+2",,,,"Posted
Posted 28 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCfUEVrCkUcUvYkaqaQqQ4KG5_TQBvz1oR33pkfr9ubYgwx2u-0l-BfYDz--nCzoVP35cPIFb5Il-B9gGtxFg2Ty9J83FQ50o6SybtCCeGKvPGZBT8C82pqyeRjFyODKWznetGQeOCm-wxhRmwCQDMHDyBmI9g7k6hfAs0H9liMUchjqpdG__ulPQLNkPiy2sxe9VQe8hnAZdsbUUV6mAQPueI-AG_6Sqcj1XNkmHjZ86wfb9l7Bt2NhB4JBAy0jvOZKNxallIiO_k4BBAs6oSRuzkT2pegv0UcKxoWjgSIhR6MRByPUiJvX4h6XRpq29GqhMvebe4vdPDjjE1a3mqIoc5ckS2DUnIWfID1U8iPFcVcarNdYpcXAVjgMleXTs96_YXc9Az55Kkd8klZoHfusJLiIZOlZ8R-RzB97sBDYDvCJ71XOJqwdOH2rDFVRKn0F4tnpP51vcpYxaLzJBiUYj6vmz5RQQCtV5Ayor0ySvLPfC5YRN2u6ARKaVA39VOZnnyZ510UXyVSQxT7QZSrIGjy8C3E3H6M=&xkcb=SoCw-_M3JtOpu6xyp50KbzkdCdPP&p=1&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $183,500 a year",Full-time,,,,"Posted
Posted 21 days ago",,,,,,,,,,,,,,,,
Senior Predictive Modeler,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2pP6k9OuB9dVVqjF_PdujusYNLdeVulQvAlytZ7WHPLDUR8wUESqpcdgIq0kFHzHwAmhYBtIxYfzjD7L6Edx9ayLlFNoeQY5NHi5n9DqYViHfYFh1me92fmGT3A0fx0tvZvFbukpezZHVEsjCXUavn0wq9_zWiOvv1ODTalxjQ0BhS756ICL3tLXo5gS01wkb0C0dLwnuoFvtPqpcoI_g_Xn-kCjCE1jCpHJBbMakwz-rcN1-36PVbCjFsBEjEWUKdtWaxYTmYyCLCtA2ahJRjWWXN1-LXy3mBbLO7ffNdXcyM7jfU1QXMMqDBy4DyyLEkdGraYFR8Ud_mwTrHxNvPwk2xtK40UZ50kZuxUDBRT9ePsDyBqdyJjFIYrwjjARolArkWVwfYTt7JpzWYiyUuJu1BKnloE3EwDglcOhVkiHmfIl0bLaPOT8Q7mQzEljUXkxzzMG5VXPChA9y3_ct7_mBGLZdNh208vLm91QrCb2CQhFFnrMO7pDJpEFRq3EMWSzzoNvaWDA8atI0jOmrO_ma2KUfEuacizrvB8O8ovv3OjKDQzjSiKchg5jN7A7pnqPmq-WBH0VU0o2bqPl7zkJixl-Y0Gw-OPxhBY1zo13zoRYs4chu&xkcb=SoAt-_M3JtOpu6xyp50JbzkdCdPP&p=2&fvj=1&vjs=3,Sitewise Analytics,"Dallas, TX","From $90,000 a year",Full-time,,,,"Employer
Active 3 days ago",,,,,,,,,,,,,,,,
Data Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKgzQyzTF1Q9mOsR1amaS-juVGLjHt5Cdom-gEF9y-xY1AtDoOQ1z3i58Jo04uxXdACsLT6q0McLmW4vgU4aynGJN2xjOjt4CC8uWdIxlwTdZ4eLpO56EWkRH-m_jaBSB1BUM650Om4GMLwX8jnwx0q_fvUGVxVZ-akGtYCVxUmFSgcMwu7AuSC23ZpphMWn4BE_d4X89_470XSr833wEVXr2kyZcyqJdyq31yPfloqCYUYB7b8GnOT4gtLsH4guy0jm08LXof4JOfFVDDbxL62dbILhaymBRE2KdrkRs8TOIdgXJ0gOX0HSAqruk828nnHopCEMzFrv2ViAFc0bMCoT6Ol9mOiWusm44cm_iwO0FPSa6FyyGK4XgZyh0NRLUp2UZlrNy6UBYThXHNZml38wKLURVXMqFGw-eodOn3sImtSvWOlWqhnSIAIvH9zDIuxtg1xVCoPKADgN2xmbUXRmIlPWS3Fdg66lYklPpyuTuXMgkv-ay04-_fB4pDB-VUlrfKIIJiGNSurqB0ydru0lsJ-DKOcW8JQjJlEjGGD5JoSOlAqlk8WYMRQOXxpVdOssSZKQ8HvR5RR42pcLAlIbLSRz87my8=&xkcb=SoCZ-_M3JtOpu6xyp50IbzkdCdPP&p=3&fvj=1&vjs=3,"InnoCape, LLC","Norfolk, VA 23551",Full-time,Full-time,,,,"Employer
Active 4 days ago",,,,,,,,,,,,,,,,
Lead Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cj-KmZPsf9w80C8b1WzNVrlanjD2SXJjxuCbUWHsXPZkFBy4Qr63BQKSyytxWB3SgLm-f0nIvEw1WHNc8pJffuu7UFqUfiETsyrpSNbs-G1mW8HQdUS02o1vSsV1T29ezpc7JQQ9W_096tXWKfLtqsRBEJyDD5OSIGK4blz414nqucDZtu1tsGOMfAfvPRGukhFwlTpaVTlMes3cyT44ejuNHeI8L9lloZGFx6JZ-jkNSa_m7-GEz2n2xZ8yxVvBxFsolOcYbVk59u3kQyVhbAwwBADqQJiaPg8uuRX3xyAKMvUPskFUM-7YvsNLGhpgTCBD8QWDEfFMT3eyZYc6FC60UwL3mumQHzH6iGXSr8sosjNC7whSCM0oIOw9TbQtTArMj7tqQNDizYSyB_XOc0cFCAOLGSwABTK2fwfyEyuN_XyaY_J0QUMeLRvqAE5oPgrS1kDaMoIGu-XXYQ4H-MTkqw-mwZ4ZDB3sS6RkTT-eWCf3gYfzpElk9lJkEAzShDcZ4RFW-WLikJRUMVsu1uMKSrc5opYEFiJ7qB3cX46W2Lqeic9otVfWp0Tg2zkRI-gBIGHxZDJF0VYH1KR4Xmzzgkpp3f8FjX5TBQfHfAEphYSNg6Uauo39JsD4yhTXlVTA6ex4Ke5LRmc4OpEbZJhfNGjFnR5sQH16qhI21PNxsAbPB6Hu8EzA5o3s3KQZDj8OCaLbOlsg8DISnUgdNTvMeW7Fm_U8QF5dV49nvBT_x_qh-Q2Vnv4w6XA7TwVGK8m-fZNbcob5X3GEUbWg3lGS_SS6OgJPsJepXcV4kPgHzyYj5CE4SaNbIco1LfQRBrWOMjFGHJJTMnCPSfb_WUYrAvbuvCvuNhEDt7SaN2XlfQqvFdAE6IDWzyTeQ-YDDH4Lr1jX4Pjz3iWOkhcsMrmfcjCE6KmDfAczY1vhqyB9KNWtuYvye4UPTTlOh18QXvaDJV5AgttTOLgxPS41EGAR8ofOT_vsJV2JC6DnmnW1DRQbWGSjixrHLtfeJC3d7LyxYl-078l_6YSyXRCyAD1W1DOKjbNCwOk25Wn7__MGpBlaaOpAZZY3MrEfqoSNqe4S1LcDInMkg0EOLC6bpkah1aPiOXPjA9Obc9cjN4bTK7bbqilfNKRY7mCLr071TgXzjXcKFDuoiR0Nh0GLF-xhHR1DB6VNehl-bCDzW14NaQHadE-18CvBrYJJa4in2edfBUwuP9JkkwLE2DTxoXH-eXyUEckORgdYuog1blLA==&xkcb=SoAX-_M3JtOpu6xyp50PbzkdCdPP&p=4&fvj=0&vjs=3,Comcast,"Philadelphia, PA 19148 
(Stadium District area)",Full-time,Full-time,,,,"Posted
Posted 30+ days ago",(Stadium District area),,,,,,,,,,,,,,,
AI Developer - Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA8inFsKV3suctbWkEVESkYcNgP7wRdHhF7Bq29ekffgM_hjURF1_Sv1RpsQIkEkeWDWLoEjO-_N-LrOTZHE_I2WrnlUvus4pSU6jSPzJ9CZMa7zMGWPwY1MMl21SPcmZNdAiLBKBSopf1n_JpgyE0lradHHHPAR5DR90xd-4tbzwiH66YUtG1Z6f6nSw6kFHkdNRGBjOrmFeRS0UIYFIpqxvxKG_W87wNoJ9o1jtYOQ43KnK8kuTCegx1V9sjWdAq8g0wad7GDGx68SEkIz2q2FDE7NHCc8jRRfLyIrBxou-zjHE9LB6gYUYs9QvuAXIhkeaCjkBpr_4728Jqa1W21hE_F8BVG0mMaWjZ6jkG2CwKeiWOyGM2UthMQFeEcDA-KrbbpbiSxHQnnbEM5_uJiiS6AIue_us4lxfK5hB6NB1sXRPKlRsVNugVNUJdhbhcB6abnmGZegggzIw6tbNuxoTHE-wHSmTyX6sVzTQO6qsmKV4g09W_3Qgf0QAnYQuSt1S0_Zh68RuRin-2h0crsDOCynqkezS_dpfHjv1SP13CYgGqM9h1fdjM3zDF9_UX7cgNSF0Bi72G7KNwqg91lNdckBoqQDZ9i1_cM7sDATLy5bHEn3wPARsd5ZlzOGxgxWfVsxQbEooalfUErSfDp_0ppELgvvvM8XU1AQenbMlMKZKMc4Geu6AXUOuN4-uIAlClyc18dz669dL0JgwYbJg==&xkcb=SoCj-_M3JtOpu6xyp50ObzkdCdPP&p=5&fvj=0&vjs=3,EY,"North Palm Beach, FL",$100 - $130 an hour,Full-time,,,,"Posted
Posted 4 days ago",,,,,,,,,,,,,,,,
Entry Level - Associate Data Scientist - Commercial,https://www.indeed.com/rc/clk?jk=10a0d9d6df49cc76&fccid=de71a49b535e21cb&vjs=3,IBM,"Atlanta, GA 30301 
(Buckhead area)","$93,000 - $121,000 a year",Full-time,,,,"Posted
Posted 30+ days ago",(Buckhead area),https://www.indeed.com/addlLoc/redirect?tk=1hdd39iolirr3801&jk=10a0d9d6df49cc76&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_oO6oQJwoJbm9ybXRpdGxlGhplbnRyeSBsZXZlbCBkYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
"Decision Scientist, Locations",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3euUoOlcFOg58Q6nmuUh0Lnp17JpRiT8Tdiqcy7-gI7p08M3fEFGBh_VX8po1S8379XuDb0hU4UL44HwgrCcwtt8drpcwAFx5VKeLVORrxbDZzqmfqr-_UNfwJee8Aql_sni2zee_jWGZzuiUVyWDaJolubtVl1AF-m_MxjwohevvVWTJTnQWeXzzqQRUXZRjORgC0BD5So48UZDGExfbIRW-lCR3P0p5AvrN52INUKtb4bu-IdM4pfXB7f5d1nJC7lA1PNZmq0X51cdrle3y4nYLiZ1YYJ9DDW0Zk96zNYTJZvj-D6MVINxj2aBQIngGcRJSbxDlRjb-ESUO2TNOhBxblXs9VeiFbw9yGtY8_9pVE7B2Gwp-S8TwaJ_t5httbfrt8ndmBSSZJKzmzR0SdahwbMVPvvH6bF_5mhomyA6WwKzNT2MUKGIe2eW4HAcQJF7rLcZGzKsFgXdTD5oXklwa8Txj1NBrCEe7f_FDAJYIqfj2M_sPa0o990SObiRg9PGJgJkB-wwExdWKjmQl6UCam7EpbEKl5PI8dy4eYXCYqExkNfY_fv0P1q_g94CRZ4xK3GqZhB1jkBEPDgOgQjsLst4RiN-PladdFerVEA==&xkcb=SoCK-_M3JtOpu6xyp50MbzkdCdPP&p=7&fvj=0&vjs=3,Best Buy,"Richfield, MN 55423",Full-time,Full-time,,,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=2824c5aedfa6e2ae&fccid=7095ffd299c81ef3&vjs=3,Notion,"New York, NY","$160,000 - $215,000 a year",,,,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39iolirr3801&jk=2824c5aedfa6e2ae&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
2024 University Graduate - Data Scientist,https://www.indeed.com/rc/clk?jk=09fa128742fe72f7&fccid=f89deb5a97c7738a&vjs=3,Adobe,"Seattle, WA 98103 
(Fremont area)","$82,600 - $153,100 a year",Full-time,,,,"Posted
Posted 30+ days ago",(Fremont area),https://www.indeed.com/addlLoc/redirect?tk=1hdd39iolirr3801&jk=09fa128742fe72f7&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ZkguqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 5 available locations,,,,,,,,,,,,,
"Data Scientist, Remote Sensing",https://www.indeed.com/rc/clk?jk=bff93011e3369d49&fccid=e08122e0e993cc32&vjs=3,Bayer,Remote,"$126,497 - $202,812 a year",Full-time,,,,"Posted
Posted 2 days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd39iolirr3801&jk=bff93011e3369d49&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_DSaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 11 available locations,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=5ea44f656f2bf465&fccid=1f46884a3fc52544&vjs=3,Kyla,"Remote in San Jose, CA",Full-time,Full-time,,,,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,,,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
DATA SCIENTIST,https://www.indeed.com/rc/clk?jk=190a082079ea8382&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Atlanta, GA","$69,107 - $177,978 a year",Full-time,,,,"Posted
Posted 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39iolirr3801&jk=190a082079ea8382&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_PwQGqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 2 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39iolirr3801&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Machine Learning Data Scientist - Inventory Algorithms,https://www.indeed.com/rc/clk?jk=624765d7faf16bfe&fccid=1c70eede37c5caee&vjs=3,Stitch Fix,Remote,"$160,000 - $194,000 a year",,This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service…,,,"Posted
Posted 30+ days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=624765d7faf16bfe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_VicQHqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
"Data Scientist V Data Science (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states)",https://www.indeed.com/rc/clk?jk=46a6a9e008511364&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente,"Remote in Downey, CA","$155,000 - $200,640 a year",Full-time,Conducts or oversees business-specific projects by applying deep expertise in subject area; promoting adherence to all procedures and policies; developing work…,,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=46a6a9e008511364&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_2TKoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 3 available locations,,,,,,,,,,,,,
College Graduate - Data Science (BS/MS),https://www.indeed.com/rc/clk?jk=3c21a0e654ace006&fccid=936367796261bd6e&vjs=3,INTEL,"Santa Clara, CA","$105,930 - $158,890 a year",Full-time,Government is subject to government mandates that may be issued.,,Intel policies for COVID-19 including guidance about testing and vaccination are subject to…,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=3c21a0e654ace006&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_7Y6oQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 20 available locations,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,Background in data analysis and machine learning (NNs and decision-tree based regression and classification).,data,Experience working with large data sets.,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,"Bachelor's degree in quantitative subject such as computer science, statistics, mathematics, physics, engineering, or degree in another subject such as finance,…",,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
"Data Scientist, Product Analytics",https://www.indeed.com/rc/clk?jk=1bc02d5e0d734e73&fccid=ba07516c418dda52&vjs=3,Facebook App,"San Francisco, CA","$109,000 - $166,000 a year",,"By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.",,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=1bc02d5e0d734e73&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_iork5qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 30 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=0a73fced6e3e4d71&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Hybrid remote in Redmond, WA 98052","$133,600 - $256,800 a year",Full-time,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to business and decision-making problems, applying a wide…",data,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=0a73fced6e3e4d71&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-pIaoQIAoJbm9ybXRpdGxlGhNwcmluY2lwYWwgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39nh82do5000&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
